universe,investor,spearman_rho,p_value,n
A_survivors,risk_averse,-0.36269247820304423,1.2147539375469094e-07,201
A_survivors,prospect_theory,-0.24385399734003252,0.0004857808692146695,201
A_survivors,risk_neutral,0.15669868479385254,0.02631892665986752,201
A_survivors,risk_seeking,0.2980848234077139,1.724741016507621e-05,201
B_plus_delisted,risk_averse,-0.4544189548122959,6.021944643964069e-17,305
B_plus_delisted,prospect_theory,-0.36276878309563687,6.430640436236585e-11,305
B_plus_delisted,risk_neutral,0.02369859073914294,0.6801660353767227,305
B_plus_delisted,risk_seeking,0.23846030215364833,2.5730501244809977e-05,305
