ticker,n_obs,rho,sharpe,explanatory_mean_return,explanatory_risk_averse,predictive_risk_averse,explanatory_prospect_theory,predictive_prospect_theory,explanatory_risk_neutral,predictive_risk_neutral,explanatory_risk_seeking,predictive_risk_seeking
MMM,131,-0.030678160678632004,0.2107220784259455,0.010857039528710678,6.372912457779693,6.177403225409072,3.20165201991695,3.103431224812871,0.4782941128835593,0.46362092923687365,0.022521205390050633,0.021830296232418184
AOS,131,-0.05081600743148577,0.21971654209008037,0.020639210877191082,5.671051385268923,5.382871195930759,3.46007397292129,3.2842468281998314,0.9196291645759789,0.8728972821146749,0.11221134758683082,0.1065092149139614
ABT,131,-0.11582835913733493,0.3621173332510397,0.01924709490979854,9.653382203034852,8.535246782331773,4.917736805440988,4.34812342059748,0.7838165343807751,0.6930283513387375,0.04037137528268262,0.035695225127571936
ADBE,131,0.06877828440769135,0.17685008962356077,0.027192669044526448,4.667734960857801,4.346696158180198,3.102487448916386,2.889103684783522,1.062573014546902,0.9894910655484571,0.21184354961112803,0.19727331370603898
AMD,131,0.18397543714001463,0.13291878969277363,0.02258393885261446,4.223396716132266,3.44639545906613,2.8098545522879506,2.292910332730915,0.9837267111681667,0.8027451594546943,0.22499948704133804,0.18360510805662883
AFL,131,-0.07125393260794775,0.2847535327833224,0.023345765097780087,7.781490777859301,7.227028958384348,4.458393886882047,4.1407157893264674,0.9904188653477076,0.919847626262582,0.09258157476475613,0.08598477347573052
APD,131,-0.0244146719742525,0.21074035076629344,0.014570742840108383,6.323536091730123,6.169149032333185,3.4624202423031436,3.3778863878503005,0.6759072756003872,0.6594052211815931,0.051296702891201036,0.050044310716751673
LNT,131,-0.17170524738218979,0.21748754685325075,0.008801016352389765,5.192938704316929,4.301283879451643,2.568599934375122,2.127557847217365,0.388135926969014,0.32149095161088387,0.01963573321273702,0.01626417478391333
MO,131,-0.007437620027862585,0.3013449352546725,0.02125365285178199,8.647543529618652,8.583226386670946,4.716025848245265,4.6809498399444385,0.906068714944142,0.8993297201232536,0.06406358382464576,0.06358710323053492
AEP,131,-0.002807599240875858,0.24751690688507544,0.010139838553597172,5.729679686194087,5.713593041856667,2.884901911311763,2.876802262895563,0.4332109452086517,0.4319946624877448,0.01989028848737343,0.019834444528515478
AXP,131,0.03919457961849118,0.21708669720964166,0.01692215343018969,7.008241867027585,6.733556773184729,3.882019280526862,3.729865166755734,0.7721916210271133,0.7419258950560343,0.05724182871425265,0.05499825930120384
AIG,131,-0.050432656569938936,0.3167077686829881,0.019863379570064125,9.11536360895915,8.655651606558395,4.806731304191729,4.564315075103453,0.8311201824810108,0.7892045837496011,0.049347494831913676,0.04685876957246894
AME,131,-0.003497225744444256,0.11369540378557004,0.008519417617686405,4.739938769625676,4.723362133733452,2.667873645291694,2.6585434888964556,0.5652197619077722,0.5632430608051597,0.04739157846240628,0.0472258394141377
AMGN,131,0.04318240711784356,0.3057146888122372,0.03441155131951392,7.607732023486564,7.279211842004911,4.692761543682818,4.490116804196546,1.322888542486354,1.2657630308731773,0.22023319154399987,0.21072299220588483
ADI,131,-0.06761191085103793,0.1950041348224465,0.023910877487349744,5.62821577181466,5.247681348800322,3.53785534740192,3.2986541870495136,1.0064124131184147,0.9383669467632745,0.1525415315100196,0.14222790708048336
AON,131,-0.08270381323745543,0.32240407418271866,0.01737155132550484,8.268108999056933,7.584304856572004,4.320926850994201,3.9635697236968706,0.723079638799951,0.6632781953968331,0.04021534050192957,0.03688937849177731
APA,131,-0.07714648055768997,0.14892215784064164,0.014536648106350865,5.22194243222945,4.8190879519080845,3.1397836856301824,2.897560424571361,0.7917510821547622,0.7306702726887798,0.08798275994824226,0.08119519966848328
AAPL,131,0.05657515529027316,0.06950188549549155,0.009201861048633558,3.735287469671428,3.5239630010209555,2.402703111673698,2.266769810014336,0.7506462161795487,0.7081782899311349,0.1314539890022993,0.12401695916096836
AMAT,131,0.09353678282231861,0.26246667190864886,0.03780954094280694,5.980251728923568,5.4208782217324485,3.9532301804864978,3.5834577476476968,1.302709295795996,1.1808580593145104,0.23921618238347853,0.21684067028429094
ADM,131,-0.12907294360843602,0.1794875028962792,0.012298683672365914,6.124610121924068,5.334088665033306,3.3426871063873156,2.9112366420039395,0.633733493801827,0.5519356462935666,0.04416499608794375,0.03846449003841779
AJG,131,-0.0913897682622856,0.18764129031772347,0.012547687373889864,5.803414028698015,5.273041365485206,3.2118242312791088,2.9182963590833175,0.6477800789464861,0.5885796076466417,0.052748428454325626,0.04792776180168505
T,131,-0.2704381848239123,0.3444771535215781,0.019320627948462878,8.396769822783387,6.125962633525644,4.520916073740512,3.2982877370168793,0.8055915520343855,0.587728834992728,0.047532133696949246,0.03467762973913877
